goodreads_book_id,tag_id,count
50,26752,40
50,25761,40
50,15169,39
50,33116,39
50,5481,39
50,5583,39
50,33125,38
50,8067,38
50,19980,38
50,31359,37
50,9621,37
378,30574,55030
378,11557,3461
378,11305,2880
378,8717,1929
378,11743,1777
378,6953,1441
378,7457,1334
378,33114,999
378,6857,835
378,6888,747
378,6895,542
378,17124,541
378,6828,512
378,32989,437
378,5207,401
378,22743,392
378,19974,386
378,7404,325
378,1691,315
378,6960,301
378,15048,295
378,6838,284
378,17129,249
378,16799,214
378,6914,180
378,26735,160
378,6920,149
378,24960,142
378,11590,138
378,33165,138
378,2104,134
378,16805,124
378,6976,114
378,18045,113
378,22034,107
378,4949,107
378,6829,105
378,6977,104
378,11505,103
378,25014,101
378,17090,97
378,18367,94
378,22753,92
378,26785,91
378,30521,85
378,12680,83
378,25114,81
378,9221,76
378,25765,75
378,30573,75
378,17213,72
378,19983,70
378,30860,69
378,6847,67
378,20849,66
378,6949,65
378,11497,63
378,6909,63
378,11370,61
378,6597,61
378,6948,61
378,22689,60
378,25034,60
378,6973,60
378,33012,59
378,27535,59
378,17086,54
378,20774,53
378,12315,53
378,26740,53
378,26837,52
378,15169,50
378,6836,50
378,206,49
378,32586,48
378,21892,48
378,12323,48
378,3371,46
378,25020,46
378,30590,46
378,17591,45
378,20824,43
378,33150,43
378,6866,42
378,20785,42
378,19445,42
378,25011,41
378,2277,41
378,6969,41
378,15285,41
378,15067,41
378,18886,40
378,25234,40
378,26897,40
378,26771,40
378,33124,39
378,10197,39
378,25033,39
378,12296,39
378,7725,39
902,30574,53759
902,20939,2666
902,11557,1974
902,8717,1545
902,33114,1416
902,11743,1173
902,32989,645
902,6953,595
902,7457,427
902,19974,419
902,21457,370
902,6888,341
902,6857,318
902,5207,291
902,17124,254
902,6828,240
902,6895,239
902,22743,233
902,26735,219
902,20926,201
902,16799,167
902,6838,156
902,25438,139
902,24960,134
902,20994,128
902,4949,124
902,7404,123
902,16805,118
902,21470,117
902,18045,113
902,17129,112
902,6960,104
902,25114,103
902,19983,103
902,2104,98
902,6914,96
902,12315,86
902,21459,86
902,21474,83
902,26740,82
902,17213,81
902,33165,79
902,33012,78
902,6920,78
902,20989,75
902,29076,72
902,25765,69
902,6976,68
902,30521,67
902,21447,66
902,33023,65
902,9221,64
902,17090,60
902,22034,59
902,33124,58
902,29452,57
902,30573,57
902,22753,55
902,3389,55
902,11505,55
902,19980,53
902,11497,51
902,7484,51
902,30860,51
902,20849,50
902,1691,48
902,8055,48
902,30358,48
902,20948,48
902,11590,47
902,6829,47
902,6909,47
902,3371,46
902,10197,46
902,3676,45
902,15169,44
902,6597,44
902,25150,43
902,21472,43
902,15048,42
902,6977,40
902,3392,38
902,6949,38
902,31359,38
902,20774,36
902,22689,36
902,20957,36
902,17086,36
902,20656,36
902,3677,36
902,20824,35
902,21989,34
902,25151,34
902,6847,34
902,21473,34
902,11305,33
902,25014,33
902,1173,33
902,21464,33
902,28525,32
903,30574,8440
903,11743,280
903,33114,261
903,6953,253
903,8717,247
903,11557,183
903,20939,182
903,6888,167
903,6857,154
903,6828,134
903,32989,126
903,19974,126
903,17124,102
903,6895,97
903,11305,92
903,6838,87
903,21457,81
903,10342,75
903,25438,70
903,22743,64
903,21466,61
903,16799,60
903,5207,58
903,17129,53
903,1691,51
903,6960,46
903,6920,44
903,6914,43
903,9221,38
903,27199,37
903,26735,37
903,16805,34
903,7457,32
903,6829,32
903,14487,32
903,22034,29
903,26740,28
903,18045,27
903,12600,26
903,19983,26
903,17090,22
903,25034,21
903,25114,21
903,21024,21
903,1173,21
903,21447,21
903,6597,20
903,33012,19
903,33165,19
903,17086,19
903,21892,19
903,7484,19
903,15304,19
903,6976,18
903,19980,18
903,22753,17
903,6847,17
903,3677,17
903,20926,16
903,20849,15
903,29452,15
903,12315,15
903,6836,15
903,19867,15
903,21464,15
903,24960,14
903,5161,14
903,2427,14
903,25765,13
903,6909,13
903,6977,13
903,25033,13
903,20785,13
903,6948,13
903,33150,13
903,33124,12
903,7404,12
903,10397,12
903,25436,12
903,3371,11
903,17213,11
903,30573,11
903,8055,11
903,4949,11
903,5158,11
903,21452,11
903,8067,10
903,12614,10
903,33113,10
903,3676,10
903,16757,10
903,3885,10
903,450,10
903,2104,9
903,22689,9
903,923,9
903,5231,9
903,12611,9
903,32688,9
903,5153,9
2002,30574,5880
2002,11305,267
2002,14017,188
2002,11743,81
2002,5207,76
2002,33114,74
2002,22743,74
2002,8717,64
2002,11557,53
2002,32989,39
2002,6953,32
2002,15965,27
2002,9221,18
2002,27199,17
2002,6857,17
2002,18886,15
2002,22753,14
2002,18045,14
2002,17124,12
2002,14951,12
2002,20774,11
2002,16427,11
2002,20849,10
2002,30521,10
2002,27556,10
2002,13962,10
2002,26785,9
2002,15169,9
2002,22034,9
2002,14024,9
2002,5090,7
2002,32654,7
2002,24092,7
2002,14029,7
2002,14064,7
2002,6888,6
2002,6895,6
2002,19974,6
2002,10644,6
2002,31617,6
2002,5751,6
2002,27535,6
2002,14008,6
2002,32586,6
2002,25562,6
2002,22973,5
2002,22689,5
2002,6960,5
2002,5444,5
2002,27669,5
2002,23349,5
2002,6828,4
2002,32623,4
2002,33124,4
2002,17129,4
2002,6920,4
2002,20781,4
2002,6914,4
2002,9882,4
2002,14764,4
2002,25147,4
2002,16805,4
2002,6022,4
2002,5332,4
2002,32631,4
2002,7898,4
2002,26295,4
2002,1691,3
2002,1128,3
2002,11370,3
2002,11497,3
2002,29452,3
2002,16799,3
2002,26842,3
2002,11579,3
2002,6829,3
2002,21928,3
2002,33153,3
2002,6909,3
2002,11643,3
2002,15048,3
2002,5510,3
2002,26837,3
2002,26838,3
2002,29464,3
2002,15392,3
2002,20125,3
2002,23552,3
2002,14019,3
2002,13960,3
2002,26741,3
2002,15963,3
2002,22545,2
2002,5180,2
2002,5776,2
2002,31430,2
2002,2223,2
2002,21948,2
2002,26296,2
2002,14028,2
2839,30574,15173
2839,11557,2283
2839,33114,2245
2839,11743,1980
2839,6953,1500
2839,8717,1438
2839,11305,1299
2839,7457,1294
2839,6857,932
2839,32989,784
2839,6888,737
2839,6828,716
2839,6895,658
2839,19974,593
2839,5207,576
2839,25438,533
2839,17124,441
2839,21457,416
2839,22743,413
2839,26735,382
2839,6838,318
2839,6960,303
2839,7404,294
2839,17129,238
2839,12600,235
2839,16799,229
2839,6914,216
2839,6920,207
2839,1691,198
2839,6829,194
2839,16805,179
2839,7852,176
2839,25114,176
2839,9147,170
2839,33165,161
2839,8055,160
2839,19983,158
2839,6976,156
2839,21470,155
2839,18851,151
2839,11590,146
2839,22753,141
2839,30521,141
2839,3885,141
2839,22034,122
2839,12315,121
2839,6597,119
2839,26740,116
2839,24960,110
2839,33012,108
2839,6847,108
2839,18045,106
2839,9221,105
2839,17090,102
2839,21459,97
2839,21447,97
2839,6977,94
2839,21474,93
2839,20774,92
2839,33124,92
2839,26459,89
2839,20849,85
2839,15169,82
2839,9886,81
2839,2104,80
2839,25436,80
2839,29452,78
2839,6909,77
2839,25034,76
2839,17213,73
2839,7484,73
2839,3677,72
2839,18367,70
2839,6866,69
2839,10397,68
2839,3392,66
2839,6973,66
2839,10404,66
2839,6949,65
2839,3389,64
2839,30573,64
2839,28525,64
2839,21989,63
2839,11505,62
2839,5090,62
2839,22689,62
2839,5036,62
2839,32586,61
2839,33023,61
2839,11497,60
2839,20570,60
2839,25191,58
2839,20547,58
2839,8067,57
2839,4949,57
2839,3371,55
2839,20785,55
2839,17086,55
2839,33150,55
2839,27535,53
2915,30574,3826
2915,8717,319
2915,33114,255
2915,11743,233
2915,1691,162
2915,29045,117
2915,27199,64
2915,25438,63
2915,32989,60
2915,6953,52
2915,6828,46
2915,17124,41
2915,5207,40
2915,6888,40
2915,22743,36
2915,6857,35
2915,11557,31
2915,12850,30
2915,19974,28
2915,9221,26
2915,7457,24
2915,16799,24
2915,33165,24
2915,6895,23
2915,29452,23
2915,32477,23
2915,3371,20
2915,1542,20
2915,18045,19
2915,6829,19
2915,6838,18
2915,17129,18
2915,14046,18
2915,3389,17
2915,22034,16
2915,7484,16
2915,5090,15
2915,21195,14
2915,22753,13
2915,33012,13
2915,30521,13
2915,26735,13
2915,1540,13
2915,25436,12
2915,30066,12
2915,6960,11
2915,25014,11
2915,19983,11
2915,23155,11
2915,29492,10
2915,5709,10
2915,8055,9
2915,12948,9
2915,22597,9
2915,6178,9
2915,3392,8
2915,22689,8
2915,6920,8
2915,6847,8
2915,6976,8
2915,6973,8
2915,20849,7
2915,21989,7
2915,17213,7
2915,33153,7
2915,32586,7
2915,16805,7
2915,10210,7
2915,25034,7
2915,6597,7
2915,25114,7
2915,26740,7
2915,32996,7
2915,33023,7
2915,5158,7
2915,1225,7
2915,29048,7
2915,24960,6
2915,15169,6
2915,33124,6
2915,1642,6
2915,30358,6
2915,18054,6
2915,7404,6
2915,3379,6
2915,10397,6
2915,3377,6
2915,14047,6
2915,32480,6
2915,29047,6
2915,20774,5
2915,25151,5
2915,10197,5
2915,33116,5
2915,18367,5
2915,8067,5
2915,17138,5
2915,17090,5
2915,5583,5
2915,973,5
3304,30574,7072
3304,8717,572
3304,11305,464
3304,33114,343
3304,11743,207
3304,11557,184
3304,32989,129
3304,1691,127
3304,22743,97
3304,5207,93
3304,18919,91
3304,28261,59
3304,15844,56
3304,27199,54
3304,22034,37
3304,22753,33
3304,6953,32
3304,9221,32
3304,6857,31
3304,28189,31
3304,10862,31
3304,6828,26
3304,20939,23
3304,20774,22
3304,11590,20
3304,15169,19
3304,21989,19
3304,26138,19
3304,18896,19
3304,17639,19
3304,10859,17
3304,6888,16
3304,20849,16
3304,18045,16
3304,30521,16
3304,25195,16
3304,18886,15
3304,33009,15
3304,29452,15
3304,33012,15
3304,8055,15
3304,17640,15
3304,2116,15
3304,26735,14
3304,15409,14
3304,6999,14
3304,11290,13
3304,17645,13
3304,5090,12
3304,10197,12
3304,5481,12
3304,33138,12
3304,11396,12
3304,16798,12
3304,24960,11
3304,6895,11
3304,17124,11
3304,11370,11
3304,12315,11
3304,4461,11
3304,22009,11
3304,28267,11
3304,19974,10
3304,29011,10
3304,22689,10
3304,33124,10
3304,26126,10
3304,31140,10
3304,31505,10
3304,2223,10
3304,11570,10
3304,10573,10
3304,6829,9
3304,33153,9
3304,609,9
3304,33777,9
3304,10093,9
3304,13098,9
3304,26740,9
3304,1416,9
3304,1711,9
3304,26785,8
3304,11505,8
3304,22973,8
3304,31617,8
3304,25151,8
3304,33165,8
3304,14764,8
3304,1542,8
3304,18367,8
3304,8067,8
3304,1642,8
3304,32586,8
3304,10210,8
3304,11643,8
3304,25114,8
3304,32996,8
3304,21024,8
3304,3653,8
3304,22352,7
3467,30574,13654
3467,8717,912
3467,33114,826
3467,10064,542
3467,11305,506
3467,11743,421
3467,10059,412
3467,26837,405
3467,32989,342
3467,27199,320
3467,26771,277
3467,11557,194
3467,24051,191
3467,5207,181
3467,6953,168
3467,22743,159
3467,19974,152
3467,1691,141
3467,6888,110
3467,6857,105
3467,6895,76
3467,17124,69
3467,29452,66
3467,18045,63
3467,3389,62
3467,16799,61
3467,19983,56
3467,12709,52
3467,26785,49
3467,16805,44
3467,2768,43
3467,9221,42
3467,20774,42
3467,3371,41
3467,6828,40
3467,3392,40
3467,26894,40
3467,17129,39
3467,22753,38
3467,17213,38
3467,33165,38
3467,33124,36
3467,30521,36
3467,5090,34
3467,16277,34
3467,6829,32
3467,10197,30
3467,15169,29
3467,12700,29
3467,10503,28
3467,10502,28
3467,6920,27
3467,6914,27
3467,20849,26
3467,33012,26
3467,3377,26
3467,10067,26
3467,33311,26
3467,18054,25
3467,29045,25
3467,6960,24
3467,9598,24
3467,7337,24
3467,24960,23
3467,11370,23
3467,26897,23
3467,33023,23
3467,25148,22
3467,5002,22
3467,1416,20
3467,2766,20
3467,32996,19
3467,31359,19
3467,9597,19
3467,10210,18
3467,3379,18
3467,26816,18
3467,25146,18
3467,33007,18
3467,10081,18
3467,22689,17
3467,33153,17
3467,25147,17
3467,6976,17
3467,17090,17
3467,22034,16
3467,6597,16
3467,28300,16
3467,29464,16
3467,24050,16
3467,5304,16
3467,20939,15
3467,25150,15
3467,33125,15
3467,33116,15
3467,32130,15
3467,7484,15
3467,19980,15
3467,7852,14
3467,27556,14
3562,30574,17224
3562,7457,757
3562,33114,474
3562,11557,472
3562,11743,451
3562,8717,279
3562,6953,225
3562,14487,201
3562,32989,180
3562,6857,160
3562,7404,152
3562,6888,136
3562,5207,129
3562,27199,121
3562,6184,99
3562,6828,98
3562,14467,98
3562,22743,97
3562,17525,94
3562,6895,88
3562,6178,85
3562,11590,82
3562,6838,70
3562,17124,62
3562,19974,40
3562,26138,40
3562,6960,39
3562,16799,35
3562,6920,33
3562,18045,31
3562,7852,31
3562,6914,30
3562,33165,29
3562,6969,29
3562,6840,29
3562,24960,28
3562,22753,27
3562,6829,27
3562,25765,26
3562,18367,25
3562,4949,24
3562,2104,23
3562,15169,23
3562,17129,23
3562,6977,23
3562,33012,22
3562,6190,22
3562,6905,21
3562,18470,21
3562,21989,20
3562,6847,20
3562,22034,19
3562,29452,19
3562,22689,19
3562,30521,19
3562,6909,18
3562,923,18
3562,33124,17
3562,17213,17
3562,6949,17
3562,6843,17
3562,17116,17
3562,11505,16
3562,16805,16
3562,6186,16
3562,18730,16
3562,9221,15
3562,25234,15
3562,20849,15
3562,21892,15
3562,20412,15
3562,24964,14
3562,32586,14
3562,25438,14
3562,25034,14
3562,6948,14
3562,11643,14
3562,17090,14
3562,25151,13
3562,12948,13
3562,6976,13
3562,11221,13
3562,6863,13
3562,22526,12
3562,6216,12
3562,25150,11
3562,33153,11
3562,20774,10
3562,1128,10
3562,25770,10
3562,25153,10
3562,14552,10
3562,25149,10
3562,19983,10
3562,33150,10
3562,6750,10
3562,6837,10
3562,6195,10
3562,33166,10
3562,32688,9
3579,30574,129
3579,6857,125
3579,32989,121
3579,6895,115
3579,6828,108
3579,27199,91
3579,26138,59
3579,2104,52
3579,11557,51
3579,22743,47
3579,8717,42
3579,6960,41
3579,11590,38
3579,14467,34
3579,19974,29
3579,6914,29
3579,6829,29
3579,6178,28
3579,17129,27
3579,18367,27
3579,16799,24
3579,27535,23
3579,11505,22
3579,33124,22
3579,22753,21
3579,29452,21
3579,6840,21
3579,7423,21
3579,30521,20
3579,6976,20
3579,22034,19
3579,17525,18
3579,21989,17
3579,6920,17
3579,33153,17
3579,6847,17
3579,24960,16
3579,7852,16
3579,6949,16
3579,17090,16
3579,33012,15
3579,20824,15
3579,15169,14
3579,1128,14
3579,22689,14
3579,6909,14
3579,12948,14
3579,25034,14
3579,6836,14
3579,6948,13
3579,21892,13
3579,7457,12
3579,11497,12
3579,1489,11
3579,6905,11
3579,6866,11
3579,20785,11
3579,14552,11
3579,6837,11
3579,20774,10
3579,11491,10
3579,25011,10
3579,32586,10
3579,6977,10
3579,25438,10
3579,6750,10
3579,20849,9
3579,18045,9
3579,7478,9
3579,33023,9
3579,5161,9
3579,6841,9
3579,25234,8
3579,11595,8
3579,33116,8
3579,6597,8
3579,6843,8
3579,32095,8
3579,33150,8
3579,14527,8
3579,6834,8
3579,2657,8
3579,2106,7
3579,10197,7
3579,18680,7
3579,33125,7
3579,9886,7
3579,22344,7
3579,7422,7
3579,17103,7
3579,6992,7
3579,2100,7
3579,6195,7
3579,6863,7
3579,33166,7
3579,2101,7
3579,11564,7
3579,6940,7
3579,30672,6
3579,923,6
3682,30574,47489
3682,11305,1401
3682,33114,1152
3682,14467,952
3682,22973,924
3682,14487,866
3682,32989,755
3682,11557,725
3682,26138,712
3682,18886,616
3682,22743,574
3682,29452,425
3682,8717,386
3682,20939,363
3682,29011,361
3682,5207,350
3682,11743,302
3682,33009,296
3682,27199,259
3682,33012,242
3682,18045,239
3682,30521,214
3682,22753,203
3682,31859,191
3682,11590,187
3682,4834,186
3682,33124,164
3682,13446,164
3682,3392,153
3682,3389,145
3682,10641,138
3682,15169,137
3682,26785,129
3682,3371,129
3682,29464,125
3682,32996,118
3682,9638,112
3682,14484,111
3682,31617,109
3682,1691,108
3682,32586,107
3682,33023,102
3682,1416,101
3682,32623,100
3682,10197,99
3682,20774,97
3682,19524,97
3682,7852,96
3682,18028,96
3682,17213,94
3682,24960,93
3682,2104,89
3682,22689,89
3682,9477,87
3682,6750,87
3682,11370,86
3682,12600,84
3682,14552,84
3682,25151,79
3682,22983,78
3682,9221,77
3682,14527,77
3682,31232,74
3682,12035,73
3682,25147,71
3682,14370,70
3682,33153,69
3682,10210,69
3682,509,69
3682,12913,68
3682,25146,67
3682,20849,66
3682,25150,66
3682,25148,66
3682,11505,65
3682,9484,64
3682,29316,63
3682,33121,62
3682,18054,60
3682,25765,58
3682,31505,58
3682,30573,57
3682,1078,56
3682,25145,56
3682,25152,54
3682,11497,51
3682,25149,51
3682,33018,51
3682,4949,50
3682,6828,49
3682,33035,49
3682,5481,49
3682,22034,48
3682,22352,48
3682,29457,48
3682,25822,47
3682,22344,47
3682,32973,47
3682,31861,47
3682,3379,46
3980,30574,37169
3980,11557,1495
3980,11743,1235
3980,6953,1148
3980,33114,951
3980,6857,707
3980,8717,706
3980,6888,660
3980,20939,573
3980,6895,533
3980,7457,500
3980,17124,488
3980,6828,454
3980,19974,428
3980,21457,427
3980,32989,385
3980,6838,345
3980,25438,269
3980,1691,260
3980,5207,242
3980,6960,238
3980,17129,226
3980,16799,204
3980,22743,189
3980,16805,177
3980,6914,169
3980,6920,151
3980,7404,149
3980,21470,139
3980,26735,137
3980,2938,118
3980,17090,110
3980,6976,109
3980,21437,106
3980,33165,104
3980,24960,103
3980,25014,98
3980,6829,97
3980,21474,91
3980,6597,87
3980,21459,87
3980,21447,86
3980,2104,85
3980,18045,84
3980,3371,83
3980,6977,82
3980,6909,77
3980,25114,77
3980,6847,68
3980,3389,66
3980,8055,66
3980,25765,65
3980,4949,64
